RXCUI,HCPCS,STR,TTY
1551395,J2250,1 ML Midazolam 5 MG/ML Prefilled Syringe,SCD
1666777,J2250,2 ML Midazolam 1 MG/ML Cartridge,SCD
1666798,J2250,2 ML Midazolam 1 MG/ML Injection,SCD
1666800,J2250,5 ML Midazolam 1 MG/ML Injection,SCD
1666814,J2250,1 ML Midazolam 5 MG/ML Injection,SCD
1666821,J2250,1 ML Midazolam 5 MG/ML Cartridge,SCD
1666823,J2250,2 ML Midazolam 5 MG/ML Injection,SCD
311700,J2250,Midazolam 1 MG/ML Injectable Solution,SCD
311702,J2250,Midazolam 5 MG/ML Injectable Solution,SCD
998211,J2250,2 ML Midazolam 1 MG/ML Prefilled Syringe,SCD
1791840,J2260,100 ML Milrinone Lactate 0.2 MG/ML Injection,SCD
1791841,J2260,Milrinone Lactate 0.2 MG/ML Injection,SCD
1791842,J2260,200 ML Milrinone Lactate 0.2 MG/ML Injection,SCD
1791854,J2260,10 ML Milrinone Lactate 1 MG/ML Injection,SCD
1791855,J2260,Milrinone Lactate 1 MG/ML Injection,SCD
1791859,J2260,20 ML Milrinone Lactate 1 MG/ML Injection,SCD
1791861,J2260,50 ML Milrinone Lactate 1 MG/ML Injection,SCD
317127,J2265,Minocycline 100 MG Injection,SCD
1728785,J2270,Morphine Sulfate 0.5 MG/ML Injection,SCD
1728802,J2270,Morphine Sulfate 1 MG/ML Injection,SCD
1728999,J2270,30 ML Morphine Sulfate 1 MG/ML Injection,SCD
1731518,J2270,Morphine Sulfate 25 MG/ML Injection,SCD
1731531,J2270,Morphine Sulfate 15 MG/ML Injection,SCD
1731537,J2270,20 ML Morphine Sulfate 50 MG/ML Injection,SCD
1731538,J2270,Morphine Sulfate 50 MG/ML Injection,SCD
1731545,J2270,50 ML Morphine Sulfate 50 MG/ML Injection,SCD
1732007,J2270,Morphine Sulfate 4 MG/ML Injection,SCD
1732136,J2270,1 ML Morphine Sulfate 5 MG/ML Injection,SCD
894912,J2270,1 ML Morphine Sulfate 10 MG/ML Prefilled Syringe,SCD
894914,J2270,1 ML Morphine Sulfate 8 MG/ML Prefilled Syringe,SCD
998212,J2270,1 ML Morphine Sulfate 2 MG/ML Prefilled Syringe,SCD
998213,J2270,1 ML Morphine Sulfate 4 MG/ML Prefilled Syringe,SCD
894976,J2271,Morphine Sulfate 0.1 MG/ML Injectable Solution,SCD
894984,J2271,Morphine Sulfate 0.2 MG/ML Injectable Solution,SCD
1442790,J2274,1 ML Morphine Sulfate 5 MG/ML Prefilled Syringe,SCD
1728783,J2274,10 ML Morphine Sulfate 0.5 MG/ML Injection,SCD
1728785,J2274,Morphine Sulfate 0.5 MG/ML Injection,SCD
1728800,J2274,10 ML Morphine Sulfate 1 MG/ML Injection,SCD
1728802,J2274,Morphine Sulfate 1 MG/ML Injection,SCD
1728999,J2274,30 ML Morphine Sulfate 1 MG/ML Injection,SCD
1729197,J2274,1 ML Morphine Sulfate 2 MG/ML Cartridge,SCD
1731517,J2274,10 ML Morphine Sulfate 25 MG/ML Injection,SCD
1731518,J2274,Morphine Sulfate 25 MG/ML Injection,SCD
1731531,J2274,Morphine Sulfate 15 MG/ML Injection,SCD
1731993,J2274,1 ML Morphine Sulfate 10 MG/ML Injection,SCD
1731995,J2274,1 ML Morphine Sulfate 10 MG/ML Cartridge,SCD
1732003,J2274,1 ML Morphine Sulfate 8 MG/ML Cartridge,SCD
1732006,J2274,1 ML Morphine Sulfate 4 MG/ML Injection,SCD
1732007,J2274,Morphine Sulfate 4 MG/ML Injection,SCD
1732011,J2274,1 ML Morphine Sulfate 8 MG/ML Injection,SCD
1732014,J2274,1 ML Morphine Sulfate 4 MG/ML Cartridge,SCD
1732136,J2274,1 ML Morphine Sulfate 5 MG/ML Injection,SCD
1732138,J2274,30 ML Morphine Sulfate 5 MG/ML Injection,SCD
1733080,J2274,1 ML Morphine Sulfate 15 MG/ML Cartridge,SCD
2003714,J2274,1 ML Morphine Sulfate 2 MG/ML Injection,SCD
894912,J2274,1 ML Morphine Sulfate 10 MG/ML Prefilled Syringe,SCD
894914,J2274,1 ML Morphine Sulfate 8 MG/ML Prefilled Syringe,SCD
998212,J2274,1 ML Morphine Sulfate 2 MG/ML Prefilled Syringe,SCD
998213,J2274,1 ML Morphine Sulfate 4 MG/ML Prefilled Syringe,SCD
1731538,J2275,Morphine Sulfate 50 MG/ML Injection,SCD
1738355,J2278,ziconotide acetate 0.1 MG/ML Injection,SCD
486133,J2278,20 ML ziconotide acetate 0.025 MG/ML Injection,SCD
351156,J2280,250 ML moxifloxacin 1.6 MG/ML Injection,SCD
1866543,J2300,1 ML Nalbuphine Hydrochloride 10 MG/ML Injection,SCD
1866551,J2300,1 ML Nalbuphine Hydrochloride 20 MG/ML Injection,SCD
904415,J2300,Nalbuphine Hydrochloride 10 MG/ML Injectable Solution,SCD
904440,J2300,Nalbuphine Hydrochloride 20 MG/ML Injectable Solution,SCD
1191222,J2310,Naloxone Hydrochloride 0.4 MG/ML Injectable Solution,SCD
1191228,J2310,Naloxone Hydrochloride 1 MG/ML Injectable Solution,SCD
1191234,J2310,1 ML Naloxone Hydrochloride 0.4 MG/ML Cartridge,SCD
1191250,J2310,2 ML Naloxone Hydrochloride 1 MG/ML Prefilled Syringe,SCD
1495293,J2310,0.4 ML Naloxone Hydrochloride 1 MG/ML Auto-Injector,SCD
1659929,J2310,1 ML Naloxone Hydrochloride 0.4 MG/ML Injection,SCD
1855730,J2310,0.4 ML Naloxone Hydrochloride 5 MG/ML Auto-Injector,SCD
637213,J2315,Naltrexone 380 MG Injection,SCD
311904,J2320,Nandrolone 100 MG/ML Injectable Solution,SCD
311905,J2320,Nandrolone 200 MG/ML Injectable Solution,SCD
311906,J2320,Nandrolone 50 MG/ML Injectable Solution,SCD
477484,J2323,15 ML natalizumab 20 MG/ML Injection,SCD
883706,J2325,Nesiritide 1.5 MG Injection,SCD
1863560,J2326,5 ML nusinersen 2.4 MG/ML Injection,SCD
1876380,J2350,10 ML ocrelizumab 30 MG/ML Injection,SCD
898589,J2353,Octreotide 20 MG Injection,SCD
898601,J2353,Octreotide 30 MG Injection,SCD
898605,J2353,Octreotide 10 MG Injection,SCD
1090558,J2354,1 ML Octreotide 0.1 MG/ML Prefilled Syringe,SCD
1090559,J2354,1 ML Octreotide 0.05 MG/ML Prefilled Syringe,SCD
1090560,J2354,1 ML Octreotide 0.5 MG/ML Prefilled Syringe,SCD
312068,J2354,1 ML Octreotide 0.05 MG/ML Injection,SCD
312069,J2354,1 ML Octreotide 0.1 MG/ML Injection,SCD
312070,J2354,1 ML Octreotide 0.5 MG/ML Injection,SCD
312071,J2354,Octreotide 1 MG/ML Injectable Solution,SCD
314152,J2354,Octreotide 0.2 MG/ML Injectable Solution,SCD
312109,J2355,Oprelvekin 5 MG Injection,SCD
1657209,J2357,omalizumab 150 MG Injection,SCD
994541,J2360,2 ML Orphenadrine Citrate 30 MG/ML Injection,SCD
1232651,J2370,Phenylephrine Hydrochloride 10 MG/ML Injectable Solution,SCD
1666372,J2370,1 ML Phenylephrine Hydrochloride 10 MG/ML Injection,SCD
1794184,J2400,20 ML Chloroprocaine hydrochloride 20 MG/ML Injection,SCD
1794187,J2400,Chloroprocaine hydrochloride 20 MG/ML Injection,SCD
992801,J2400,Chloroprocaine hydrochloride 10 MG/ML Injectable Solution,SCD
992805,J2400,Chloroprocaine hydrochloride 20 MG/ML Injectable Solution,SCD
992809,J2400,20 ML Chloroprocaine hydrochloride 30 MG/ML Injection,SCD
1314133,J2405,2 ML Ondansetron 2 MG/ML Prefilled Syringe,SCD
1740467,J2405,2 ML Ondansetron 2 MG/ML Injection,SCD
283504,J2405,Ondansetron 2 MG/ML Injectable Solution,SCD
312083,J2405,50 ML Ondansetron 0.64 MG/ML Injection,SCD
1547615,J2407,oritavancin 400 MG Injection,SCD
977935,J2410,1 ML Oxymorphone Hydrochloride 1 MG/ML Injection,SCD
977971,J2410,Oxymorphone Hydrochloride 1.5 MG/ML Injectable Solution,SCD
486510,J2425,Palifermin 6.25 MG Injection,SCD
1650966,J2426,0.875 ML paliperidone palmitate 312 MG/ML Prefilled Syringe,SCD
1650971,J2426,1.315 ML paliperidone palmitate 312 MG/ML Prefilled Syringe,SCD
1650973,J2426,1.75 ML paliperidone palmitate 312 MG/ML Prefilled Syringe,SCD
1650975,J2426,2.625 ML paliperidone palmitate 312 MG/ML Prefilled Syringe,SCD
858048,J2426,0.5 ML paliperidone palmitate 156 MG/ML Prefilled Syringe,SCD
858052,J2426,1.5 ML paliperidone palmitate 156 MG/ML Prefilled Syringe,SCD
858054,J2426,1 ML paliperidone palmitate 156 MG/ML Prefilled Syringe,SCD
858056,J2426,0.75 ML paliperidone palmitate 156 MG/ML Prefilled Syringe,SCD
858073,J2426,0.25 ML paliperidone palmitate 156 MG/ML Prefilled Syringe,SCD
1737449,J2430,10 ML Pamidronate Disodium 3 MG/ML Injection,SCD
1737451,J2430,10 ML Pamidronate Disodium 6 MG/ML Injection,SCD
1737453,J2430,10 ML Pamidronate Disodium 9 MG/ML Injection,SCD
1737457,J2430,Pamidronate Disodium 60 MG Injection,SCD
1737459,J2430,Pamidronate Disodium 30 MG Injection,SCD
1737461,J2430,Pamidronate Disodium 90 MG Injection,SCD
1789947,J2440,2 ML Papaverine Hydrochloride 30 MG/ML Injection,SCD
237210,J2440,Papaverine Hydrochloride 30 MG/ML Injectable Solution,SCD
1728050,J2469,1.5 ML palonosetron 0.05 MG/ML Injection,SCD
1728055,J2469,5 ML palonosetron 0.05 MG/ML Injection,SCD
1947301,J2469,2 ML palonosetron 0.125 MG/ML Injection,SCD
2056929,J2469,5 ML palonosetron 0.05 MG/ML Prefilled Syringe,SCD
1736919,J2501,1 ML paricalcitol 0.005 MG/ML Injection,SCD
1736931,J2501,1 ML paricalcitol 0.002 MG/ML Injection,SCD
1807896,J2501,2 ML paricalcitol 0.005 MG/ML Injection,SCD
200321,J2501,paricalcitol 0.005 MG/ML Injectable Solution,SCD
351154,J2501,paricalcitol 0.002 MG/ML Injectable Solution,SCD
1597596,J2502,pasireotide 20 MG Injection,SCD
1597601,J2502,pasireotide 40 MG Injection,SCD
1597820,J2502,pasireotide 60 MG Injection,SCD
2049730,J2502,pasireotide 30 MG Injection,SCD
2049734,J2502,pasireotide 10 MG Injection,SCD
1011625,J2503,0.09 ML pegaptanib 3.33 MG/ML Prefilled Syringe,SCD
312249,J2504,1.5 ML pegademase bovine 250 UNT/ML Injection,SCD
727539,J2505,0.6 ML pegfilgrastim 10 MG/ML Prefilled Syringe,SCD
1011653,J2507,1 ML Pegloticase 8 MG/ML Injection,SCD
745462,J2510,2 ML penicillin G procaine 600000 UNT/ML Prefilled Syringe,SCD
745560,J2510,1 ML penicillin G procaine 600000 UNT/ML Prefilled Syringe,SCD
745561,J2510,penicillin G procaine 600000 UNT/ML Injectable Suspension,SCD
853504,J2513,Pentastarch 100 MG/ML Injectable Solution,SCD
238090,J2515,Pentobarbital Sodium 50 MG/ML Injectable Solution,SCD
312295,J2515,Pentobarbital Sodium 120 MG Rectal Suppository,SCD
312296,J2515,Pentobarbital Sodium 200 MG Rectal Suppository,SCD
312297,J2515,Pentobarbital Sodium 30 MG Rectal Suppository,SCD
312299,J2515,Pentobarbital Sodium 60 MG Rectal Suppository,SCD
204466,J2540,50 ML Penicillin G Potassium 40000 UNT/ML Injection,SCD
207390,J2540,50 ML Penicillin G Potassium 20000 UNT/ML Injection,SCD
207391,J2540,50 ML Penicillin G Potassium 60000 UNT/ML Injection,SCD
863538,J2540,Penicillin G Potassium 1000000 UNT/ML Injectable Solution,SCD
1659131,J2543,Piperacillin 2000 MG / tazobactam 250 MG Injection,SCD
1659137,J2543,Piperacillin 3000 MG / tazobactam 375 MG Injection,SCD
1659149,J2543,Piperacillin 4000 MG / tazobactam 500 MG Injection,SCD
312447,J2543,Piperacillin 200 MG/ML / tazobactam 25 MG/ML Injectable Solution,SCD
861597,J2545,Pentamidine Isethionate 50 MG/ML Inhalation Solution,SCD
1598082,J2547,20 ML peramivir 10 MG/ML Injection,SCD
992460,J2550,1 ML Promethazine Hydrochloride 25 MG/ML Injection,SCD
992858,J2550,1 ML Promethazine Hydrochloride 50 MG/ML Injection,SCD
1091265,J2560,Phenobarbital 10 MG/ML Injectable Solution,SCD
198368,J2560,Phenobarbital 65 MG/ML Injectable Solution,SCD
282462,J2560,Phenobarbital 30 MG/ML Injectable Solution,SCD
282463,J2560,Phenobarbital 60 MG/ML Injectable Solution,SCD
312370,J2560,Phenobarbital 130 MG/ML Injectable Solution,SCD
828700,J2562,1.2 ML Plerixafor 20 MG/ML Injection,SCD
1791721,J2590,1 ML Oxytocin 10 UNT/ML Injection,SCD
238013,J2590,Oxytocin 10 UNT/ML Injectable Solution,SCD
1723232,J2597,1 ML Desmopressin Acetate 0.004 MG/ML Injection,SCD
849501,J2597,Desmopressin Acetate 0.004 MG/ML Injectable Solution,SCD
849510,J2597,Desmopressin Acetate 0.015 MG/ML Injectable Solution,SCD
198143,J2650,prednisolone 80 MG/ML Injectable Solution,SCD
260125,J2650,prednisolone 25 MG/ML Injectable Suspension,SCD
260126,J2650,prednisolone 40 MG/ML Injectable Solution,SCD
260127,J2650,prednisolone 50 MG/ML Injectable Suspension,SCD
238240,J2670,Tolazoline 25 MG/ML Injectable Solution,SCD
312644,J2675,Progesterone 50 MG/ML Injectable Solution,SCD
859824,J2680,fluphenazine decanoate 25 MG/ML Injectable Solution,SCD
1862220,J2690,10 ML Procainamide Hydrochloride 100 MG/ML Prefilled Syringe,SCD
857886,J2690,Procainamide Hydrochloride 100 MG/ML Injectable Solution,SCD
857962,J2690,Procainamide Hydrochloride 500 MG/ML Injectable Solution,SCD
1743547,J2700,Oxacillin 1000 MG Injection,SCD
1743549,J2700,Oxacillin 2000 MG Injection,SCD
240637,J2700,50 ML Oxacillin 40 MG/ML Injection,SCD
312127,J2700,Oxacillin 100 MG/ML Injectable Solution,SCD
312128,J2700,50 ML Oxacillin 20 MG/ML Injection,SCD
1808217,J2704,100 ML Propofol 10 MG/ML Injection,SCD
1808220,J2704,Propofol 10 MG/ML Injection,SCD
1808222,J2704,50 ML Propofol 10 MG/ML Injection,SCD
1808224,J2704,20 ML Propofol 10 MG/ML Injection,SCD
198023,J2710,Neostigmine Methylsulfate 0.25 MG/ML Injectable Solution,SCD
311935,J2710,Neostigmine Methylsulfate 0.5 MG/ML Injectable Solution,SCD
311936,J2710,Neostigmine Methylsulfate 1 MG/ML Injectable Solution,SCD
1796672,J2720,5 ML Protamine Sulfate (USP) 10 MG/ML Injection,SCD
1796673,J2720,Protamine Sulfate (USP) 10 MG/ML Injection,SCD
1796676,J2720,25 ML Protamine Sulfate (USP) 10 MG/ML Injection,SCD
723871,J2724,"protein C, human 1 UNT Injection",SCD
312576,J2730,Pralidoxime chloride 1000 MG Injection,SCD
1361019,J2760,1.7 ML Phentolamine Mesylate 0.235 MG/ML Cartridge,SCD
1361023,J2760,Phentolamine Mesylate 5 MG Injection,SCD
311670,J2765,2 ML Metoclopramide 5 MG/ML Injection,SCD
727619,J2765,2 ML Metoclopramide 5 MG/ML Prefilled Syringe,SCD
259290,J2770,dalfopristin 350 MG / quinupristin 150 MG Injection,SCD
1306074,J2778,0.05 ML ranibizumab 6 MG/ML Injection,SCD
1724233,J2778,ranibizumab 10 MG/ML Injection,SCD
1859553,J2780,2 ML Ranitidine 25 MG/ML Injection,SCD
312771,J2780,Ranitidine 1 MG/ML Injectable Solution,SCD
312772,J2780,Ranitidine 25 MG/ML Injectable Solution,SCD
1790344,J2783,Rasburicase 1.5 MG Injection,SCD
1790349,J2783,Rasburicase 7.5 MG Injection,SCD
1746899,J2786,reslizumab 10 MG/ML Injection,SCD
1925825,J2787,riboflavin 5'-phosphate 1.46 MG/ML Ophthalmic Solution,SCD
351251,J2788,Rho(D) Immune Globulin 0.05 MG/ML Injectable Solution,SCD
312814,J2790,"0.5 ML Rho(D) Immune Globulin, human 1200 UNT/ML Injection",SCD
351100,J2790,Rho(D) Immune Globulin 0.3 MG/ML Injectable Solution,SCD
731381,J2790,"Rho(D) Immune Globulin, human 1500 UNT Prefilled Syringe",SCD
1117759,J2792,"2 ML Rho(D) Immune Globulin, human 750 UNT/ML Prefilled Syringe",SCD
1790353,J2792,"Rho(D) Immune Globulin, human 250 UNT Prefilled Syringe",SCD
1790374,J2792,"2.2 ML Rho(D) Immune Globulin, human 1136 UNT/ML Injection",SCD
1790382,J2792,"4.4 ML Rho(D) Immune Globulin, human 1136 UNT/ML Injection",SCD
1790506,J2792,"1.3 ML Rho(D) Immune Globulin, human 1154 UNT/ML Injection",SCD
1790512,J2792,"13 ML Rho(D) Immune Globulin, human 1154 UNT/ML Injection",SCD
247769,J2792,Rho(D) Immune Globulin 0.096 MG/ML Injectable Solution,SCD
312814,J2792,"0.5 ML Rho(D) Immune Globulin, human 1200 UNT/ML Injection",SCD
763453,J2793,rilonacept 220 MG Injection,SCD
2055675,J2794,0.6 ML Risperidone 150 MG/ML Prefilled Syringe,SCD
402010,J2794,Risperidone 25 MG Injection,SCD
402011,J2794,Risperidone 37.5 MG Injection,SCD
402012,J2794,Risperidone 50 MG Injection,SCD
706822,J2794,Risperidone 12.5 MG Injection,SCD
1734084,J2795,20 ML Ropivacaine hydrochloride 10 MG/ML Injection,SCD
1734087,J2795,Ropivacaine hydrochloride 10 MG/ML Injection,SCD
1734090,J2795,10 ML Ropivacaine hydrochloride 10 MG/ML Injection,SCD
1734203,J2795,10 ML Ropivacaine hydrochloride 2 MG/ML Injection,SCD
1734205,J2795,Ropivacaine hydrochloride 2 MG/ML Injection,SCD
1734207,J2795,20 ML Ropivacaine hydrochloride 2 MG/ML Injection,SCD
1734347,J2795,100 ML Ropivacaine hydrochloride 2 MG/ML Injection,SCD
1734475,J2795,30 ML Ropivacaine hydrochloride 5 MG/ML Injection,SCD
1734477,J2795,Ropivacaine hydrochloride 5 MG/ML Injection,SCD
1734483,J2795,20 ML Ropivacaine hydrochloride 5 MG/ML Injection,SCD
1996291,J2795,10 ML Ropivacaine hydrochloride 5 MG/ML Prefilled Syringe,SCD
905189,J2795,20 ML Ropivacaine hydrochloride 7.5 MG/ML Injection,SCD
1728092,J2796,romiplostim 0.25 MG Injection,SCD
1728097,J2796,romiplostim 0.5 MG Injection,SCD
1986885,J2797,92.5 ML rolapitant 1.8 MG/ML Injection,SCD
238175,J2800,10 ML Methocarbamol 100 MG/ML Injection,SCD
237982,J2805,Sincalide 0.005 MG Injection,SCD
313262,J2810,Theophylline 0.4 MG/ML Injectable Solution,SCD
313263,J2810,500 ML Theophylline 0.8 MG/ML Injection,SCD
313264,J2810,250 ML Theophylline 1.6 MG/ML Injection,SCD
313284,J2810,100 ML Theophylline 2 MG/ML Injection,SCD
313285,J2810,250 ML Theophylline 3.2 MG/ML Injection,SCD
313297,J2810,50 ML Theophylline 4 MG/ML Injection,SCD
312903,J2820,sargramostim 0.5 MG/ML Injectable Solution,SCD
315199,J2820,sargramostim 0.25 MG/ML Injectable Solution,SCD
1726979,J2840,10 ML sebelipase alfa 2 MG/ML Injection,SCD
727488,J2850,"Secretin human, synthetic 0.016 MG Injection",SCD
1658132,J2860,siltuximab 100 MG Injection,SCD
1658139,J2860,siltuximab 400 MG Injection,SCD
391913,J2910,Aurothioglucose 50 MG/ML Injectable Suspension,SCD
242761,J2916,5 ML Sodium ferric gluconate complex 12.5 MG/ML Injection,SCD
311659,J2920,Methylprednisolone 40 MG Injection,SCD
1357886,J2930,Methylprednisolone 2000 MG Injection,SCD
1743704,J2930,Methylprednisolone 125 MG Injection,SCD
1743720,J2930,Methylprednisolone 500 MG Injection,SCD
1743726,J2930,Methylprednisolone 1000 MG Injection,SCD
314099,J2930,Methylprednisolone 62.5 MG/ML Injectable Solution,SCD
313088,J2940,somatrem 10 MG/ML Injectable Solution,SCD
315216,J2940,somatrem 5 MG/ML Injectable Solution,SCD
241975,J2941,Somatropin 5 MG/ML Injectable Solution,SCD
248288,J2941,Somatropin 8 MG/ML Injectable Solution,SCD
249453,J2941,Somatropin 6 MG Injection,SCD
284019,J2941,Somatropin 8.8 MG/ML Injectable Solution,SCD
284989,J2941,Somatropin 10 MG/ML Injectable Solution,SCD
582969,J2941,Somatropin 12 MG Cartridge,SCD
729232,J2941,Somatropin 6 MG Cartridge,SCD
762830,J2941,0.25 ML Somatropin 0.8 MG/ML Prefilled Syringe,SCD
762834,J2941,0.25 ML Somatropin 1.6 MG/ML Prefilled Syringe,SCD
762841,J2941,0.25 ML Somatropin 3.2 MG/ML Prefilled Syringe,SCD
762846,J2941,0.25 ML Somatropin 4.8 MG/ML Prefilled Syringe,SCD
762850,J2941,0.25 ML Somatropin 5.6 MG/ML Prefilled Syringe,SCD
762857,J2941,0.25 ML Somatropin 6.4 MG/ML Prefilled Syringe,SCD
762866,J2941,0.25 ML Somatropin 7.2 MG/ML Prefilled Syringe,SCD
762873,J2941,0.25 ML Somatropin 4 MG/ML Prefilled Syringe,SCD
762895,J2941,0.25 ML Somatropin 8 MG/ML Prefilled Syringe,SCD
847243,J2941,1.5 ML Somatropin 10 MG/ML Pen Injector,SCD
849850,J2941,3 ML Somatropin 10 MG/ML Pen Injector,SCD
312652,J2950,Promazine 25 MG/ML Injectable Solution,SCD
312656,J2950,Promazine 50 MG/ML Injectable Solution,SCD
238721,J2995,Streptokinase 50000 UNT/ML Injectable Solution,SCD
346773,J2995,Streptokinase 150000 UNT/ML Injectable Solution,SCD
351449,J2995,Streptokinase 300000 UNT/ML Injectable Solution,SCD
1804799,J2997,alteplase 100 MG Injection,SCD
1804804,J2997,alteplase 50 MG Injection,SCD
313115,J3000,Streptomycin 1000 MG Injection,SCD
1735003,J3010,2 ML Fentanyl 0.05 MG/ML Injection,SCD
1735004,J3010,Fentanyl 0.05 MG/ML Injection,SCD
1735006,J3010,10 ML Fentanyl 0.05 MG/ML Injection,SCD
1735007,J3010,5 ML Fentanyl 0.05 MG/ML Injection,SCD
1735008,J3010,20 ML Fentanyl 0.05 MG/ML Injection,SCD
1735013,J3010,50 ML Fentanyl 0.05 MG/ML Injection,SCD
198402,J3010,Fentanyl 1.5 MG/ML Injectable Solution,SCD
198403,J3010,Fentanyl 2.5 MG/ML Injectable Solution,SCD
727759,J3010,2 ML Fentanyl 0.05 MG/ML Cartridge,SCD
1657010,J3030,0.5 ML Sumatriptan 8 MG/ML Injection,SCD
1657151,J3030,0.5 ML Sumatriptan 12 MG/ML Auto-Injector,SCD
1657160,J3030,0.5 ML Sumatriptan 12 MG/ML Cartridge,SCD
1657173,J3030,0.5 ML Sumatriptan 8 MG/ML Cartridge,SCD
1793916,J3030,0.5 ML Sumatriptan 8 MG/ML Auto-Injector,SCD
313165,J3030,0.5 ML Sumatriptan 12 MG/ML Injection,SCD
727339,J3030,0.5 ML Sumatriptan 12 MG/ML Prefilled Syringe,SCD
1292879,J3060,taliglucerase alfa 200 UNT Injection,SCD
238133,J3070,Pentazocine 30 MG/ML Injectable Solution,SCD
1540886,J3090,tedizolid phosphate 200 MG Injection,SCD
1728082,J3095,telavancin 750 MG Injection,SCD
1728087,J3095,telavancin 250 MG Injection,SCD
313212,J3101,Tenecteplase 50 MG Injection,SCD
857635,J3105,1 ML Terbutaline Sulfate 1 MG/ML Injection,SCD
1435115,J3110,28 ACTUAT Teriparatide 0.02 MG/ACTUAT Pen Injector,SCD
1009430,J3121,testosterone enanthate 100 MG/ML Injectable Solution,SCD
835809,J3121,testosterone enanthate 200 MG/ML Injectable Solution,SCD
313232,J3140,Testosterone 100 MG/ML Injectable Solution,SCD
313239,J3140,Testosterone 50 MG/ML Injectable Solution,SCD
1490661,J3145,3 ML testosterone undecanoate 250 MG/ML Injection,SCD
1730076,J3230,1 ML Chlorpromazine hydrochloride 25 MG/ML Injection,SCD
1730077,J3230,Chlorpromazine hydrochloride 25 MG/ML Injection,SCD
1730078,J3230,2 ML Chlorpromazine hydrochloride 25 MG/ML Injection,SCD
581531,J3243,tigecycline 50 MG Injection,SCD
2053453,J3245,1 ML tildrakizumab-asmn 100 MG/ML Prefilled Syringe,SCD
1737469,J3246,tirofiban 0.05 MG/ML Injection,SCD
860749,J3250,Trimethobenzamide hydrochloride 100 MG/ML Injectable Solution,SCD
241514,J3260,Tobramycin 1.6 MG/ML Injectable Solution,SCD
242825,J3260,50 ML Tobramycin 1.2 MG/ML Injection,SCD
313416,J3260,Tobramycin 10 MG/ML Injectable Solution,SCD
315209,J3260,100 ML Tobramycin 0.8 MG/ML Injection,SCD
597823,J3260,Tobramycin 40 MG/ML Injectable Solution,SCD
1441527,J3262,0.9 ML tocilizumab 180 MG/ML Prefilled Syringe,SCD
1657977,J3262,tocilizumab 20 MG/ML Injection,SCD
1729521,J3265,2 ML torsemide 10 MG/ML Injection,SCD
1729524,J3265,torsemide 10 MG/ML Injection,SCD
1729527,J3265,5 ML torsemide 10 MG/ML Injection,SCD
313335,J3280,Thiethylperazine 5 MG/ML Injectable Solution,SCD
349407,J3285,Treprostinil 1 MG/ML Injectable Solution,SCD
349408,J3285,Treprostinil 10 MG/ML Injectable Solution,SCD
349409,J3285,Treprostinil 2.5 MG/ML Injectable Solution,SCD
349410,J3285,Treprostinil 5 MG/ML Injectable Solution,SCD
1085680,J3301,triamcinolone diacetate 40 MG/ML Injectable Suspension,SCD
1085750,J3301,Triamcinolone Acetonide 10 MG/ML Injectable Suspension,SCD
1085754,J3301,Triamcinolone Acetonide 40 MG/ML Injectable Suspension,SCD
1085985,J3301,Triamcinolone Acetonide 3 MG/ML Injectable Suspension,SCD
1792144,J3301,1 ML Triamcinolone Acetonide 40 MG/ML Injection,SCD
1085666,J3302,triamcinolone diacetate 25 MG/ML Injectable Suspension,SCD
1085680,J3302,triamcinolone diacetate 40 MG/ML Injectable Suspension,SCD
1085992,J3303,triamcinolone hexacetonide 5 MG/ML Injectable Suspension,SCD
1085996,J3303,triamcinolone hexacetonide 20 MG/ML Injectable Suspension,SCD
1947131,J3304,Triamcinolone Acetonide 32 MG Injection,SCD
240863,J3305,Trimetrexate 12.5 MG/ML Injectable Solution,SCD
238104,J3310,Perphenazine 5 MG/ML Injectable Solution,SCD
905053,J3315,Triptorelin 22.5 MG Injection,SCD
905062,J3315,Triptorelin 11.25 MG Injection,SCD
199821,J3316,Triptorelin 3.75 MG Injection,SCD
828836,J3320,spectinomycin hydrochloride 400 MG/ML Injectable Suspension,SCD
205204,J3350,Urea 267 MG/ML Injectable Solution,SCD
313561,J3355,Urofollitropin 150 UNT/ML Injectable Solution,SCD
348522,J3355,Urofollitropin 300 UNT/ML Injectable Solution,SCD
1654077,J3357,0.5 ML ustekinumab 90 MG/ML Injection,SCD
1654080,J3357,ustekinumab 90 MG/ML Injection,SCD
1811258,J3358,ustekinumab 5 MG/ML Injection,SCD
105032,J3360,Diazepam 5 MG/ML Injectable Suspension,SCD
1807452,J3360,2 ML Diazepam 5 MG/ML Auto-Injector,SCD
1807459,J3360,2 ML Diazepam 5 MG/ML Cartridge,SCD
309845,J3360,Diazepam 5 MG/ML Injectable Solution,SCD
465347,J3364,Urokinase 5000 UNT/ML Injectable Solution,SCD
608930,J3365,Urokinase 50000 UNT/ML Injectable Solution,SCD
1807508,J3370,200 ML Vancomycin 5 MG/ML Injection,SCD
1807510,J3370,150 ML Vancomycin 5 MG/ML Injection,SCD
1807511,J3370,100 ML Vancomycin 5 MG/ML Injection,SCD
1807513,J3370,Vancomycin 1000 MG Injection,SCD
1807516,J3370,Vancomycin 500 MG Injection,SCD
1807518,J3370,Vancomycin 750 MG Injection,SCD
2049888,J3370,Vancomycin 1250 MG Injection,SCD
2049890,J3370,Vancomycin 1500 MG Injection,SCD
